City,Country Code,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,URL
Cayenne,GF,4.93,-52.33,82.4,78,75,11.41,"http://api.openweathermap.org/data/2.5/weather?q=cayenne,gf&units=imperial&appid=InsertKey"
Deskati,GR,39.92,21.8,53.6,46,20,3.53,"http://api.openweathermap.org/data/2.5/weather?q=deskati,gr&units=imperial&appid=InsertKey"
Hambantota,LK,6.12,81.12,76.74,100,88,3.71,"http://api.openweathermap.org/data/2.5/weather?q=hambantota,lk&units=imperial&appid=InsertKey"
Severo-Kurilsk,RU,50.68,156.12,33.23,99,80,17.13,"http://api.openweathermap.org/data/2.5/weather?q=severo-kurilsk,ru&units=imperial&appid=InsertKey"
Bredasdorp,ZA,-34.53,20.04,73.4,43,88,24.16,"http://api.openweathermap.org/data/2.5/weather?q=bredasdorp,za&units=imperial&appid=InsertKey"
Atuona,PF,-9.8,-139.03,79.58,100,92,11.59,"http://api.openweathermap.org/data/2.5/weather?q=atuona,pf&units=imperial&appid=InsertKey"
Basco,PH,20.45,121.97,76.25,100,68,26.98,"http://api.openweathermap.org/data/2.5/weather?q=basco,ph&units=imperial&appid=InsertKey"
New Norfolk,AU,-42.78,147.06,73.4,38,0,5.82,"http://api.openweathermap.org/data/2.5/weather?q=new norfolk,au&units=imperial&appid=InsertKey"
Saldanha,ZA,-33.01,17.94,68.0,56,88,9.17,"http://api.openweathermap.org/data/2.5/weather?q=saldanha,za&units=imperial&appid=InsertKey"
Cape Town,ZA,-33.93,18.42,64.4,72,75,13.87,"http://api.openweathermap.org/data/2.5/weather?q=cape town,za&units=imperial&appid=InsertKey"
Jamestown,SH,-15.94,-5.72,69.86,100,0,13.04,"http://api.openweathermap.org/data/2.5/weather?q=jamestown,sh&units=imperial&appid=InsertKey"
Hasaki,JP,35.73,140.83,28.65,100,20,11.41,"http://api.openweathermap.org/data/2.5/weather?q=hasaki,jp&units=imperial&appid=InsertKey"
Kieta,PG,-6.22,155.63,78.99,100,36,3.53,"http://api.openweathermap.org/data/2.5/weather?q=kieta,pg&units=imperial&appid=InsertKey"
Georgetown,SH,-7.93,-14.42,80.6,69,40,19.46,"http://api.openweathermap.org/data/2.5/weather?q=georgetown,sh&units=imperial&appid=InsertKey"
Araguaina,BR,-7.19,-48.21,80.21,88,80,10.54,"http://api.openweathermap.org/data/2.5/weather?q=araguaina,br&units=imperial&appid=InsertKey"
Wad Rawah,SD,15.16,33.14,91.37,14,0,7.78,"http://api.openweathermap.org/data/2.5/weather?q=wad rawah,sd&units=imperial&appid=InsertKey"
Ushuaia,AR,-54.8,-68.3,53.6,40,90,23.04,"http://api.openweathermap.org/data/2.5/weather?q=ushuaia,ar&units=imperial&appid=InsertKey"
Touros,BR,-5.2,-35.46,86.87,67,0,15.05,"http://api.openweathermap.org/data/2.5/weather?q=touros,br&units=imperial&appid=InsertKey"
Necochea,AR,-38.55,-58.74,69.23,84,100,4.83,"http://api.openweathermap.org/data/2.5/weather?q=necochea,ar&units=imperial&appid=InsertKey"
Bathsheba,BB,13.22,-59.52,84.2,79,40,19.46,"http://api.openweathermap.org/data/2.5/weather?q=bathsheba,bb&units=imperial&appid=InsertKey"
Khash,IR,28.22,61.22,29.18,41,0,4.61,"http://api.openweathermap.org/data/2.5/weather?q=khash,ir&units=imperial&appid=InsertKey"
Kysyl-Syr,RU,63.9,122.76,-24.65,74,76,5.84,"http://api.openweathermap.org/data/2.5/weather?q=kysyl-syr,ru&units=imperial&appid=InsertKey"
Zaysan,KZ,47.47,84.87,1.01,65,48,3.04,"http://api.openweathermap.org/data/2.5/weather?q=zaysan,kz&units=imperial&appid=InsertKey"
Ilulissat,GL,69.22,-51.1,21.2,73,90,10.29,"http://api.openweathermap.org/data/2.5/weather?q=ilulissat,gl&units=imperial&appid=InsertKey"
Bethel,US,41.37,-73.41,21.6,57,75,34.45,"http://api.openweathermap.org/data/2.5/weather?q=bethel,us&units=imperial&appid=InsertKey"
Sekoma,BW,-24.4,23.88,91.91,21,0,9.08,"http://api.openweathermap.org/data/2.5/weather?q=sekoma,bw&units=imperial&appid=InsertKey"
Umm Lajj,SA,25.02,37.27,73.5,80,0,4.5,"http://api.openweathermap.org/data/2.5/weather?q=umm lajj,sa&units=imperial&appid=InsertKey"
Baykit,RU,61.67,96.37,-11.6,72,48,4.54,"http://api.openweathermap.org/data/2.5/weather?q=baykit,ru&units=imperial&appid=InsertKey"
Cockburn Town,TC,21.46,-71.14,75.39,100,100,17.13,"http://api.openweathermap.org/data/2.5/weather?q=cockburn town,tc&units=imperial&appid=InsertKey"
Dingle,IE,52.14,-10.27,46.1,100,44,39.21,"http://api.openweathermap.org/data/2.5/weather?q=dingle,ie&units=imperial&appid=InsertKey"
Magadan,RU,59.57,150.8,-0.41,44,32,11.18,"http://api.openweathermap.org/data/2.5/weather?q=magadan,ru&units=imperial&appid=InsertKey"
Tokur,RU,53.13,132.9,-13.98,59,80,2.3,"http://api.openweathermap.org/data/2.5/weather?q=tokur,ru&units=imperial&appid=InsertKey"
Kapaa,US,22.08,-159.32,67.42,77,75,9.17,"http://api.openweathermap.org/data/2.5/weather?q=kapaa,us&units=imperial&appid=InsertKey"
Bardiyah,LY,31.76,25.09,65.9,90,0,11.03,"http://api.openweathermap.org/data/2.5/weather?q=bardiyah,ly&units=imperial&appid=InsertKey"
Pisco,PE,-13.7,-76.22,69.8,77,0,8.05,"http://api.openweathermap.org/data/2.5/weather?q=pisco,pe&units=imperial&appid=InsertKey"
Kenora,CA,49.82,-94.43,10.42,92,75,5.82,"http://api.openweathermap.org/data/2.5/weather?q=kenora,ca&units=imperial&appid=InsertKey"
Bluff,NZ,-46.6,168.33,51.77,100,76,11.59,"http://api.openweathermap.org/data/2.5/weather?q=bluff,nz&units=imperial&appid=InsertKey"
Pangnirtung,CA,66.15,-65.71,8.6,65,90,4.7,"http://api.openweathermap.org/data/2.5/weather?q=pangnirtung,ca&units=imperial&appid=InsertKey"
Yellowknife,CA,62.46,-114.35,12.2,85,90,11.41,"http://api.openweathermap.org/data/2.5/weather?q=yellowknife,ca&units=imperial&appid=InsertKey"
Slave Lake,CA,55.28,-114.77,37.4,69,1,18.34,"http://api.openweathermap.org/data/2.5/weather?q=slave lake,ca&units=imperial&appid=InsertKey"
Yar-Sale,RU,66.83,70.83,-3.14,89,24,14.61,"http://api.openweathermap.org/data/2.5/weather?q=yar-sale,ru&units=imperial&appid=InsertKey"
Kruisfontein,ZA,-34.0,24.73,65.4,68,0,24.45,"http://api.openweathermap.org/data/2.5/weather?q=kruisfontein,za&units=imperial&appid=InsertKey"
Totness,SR,5.88,-56.32,81.56,95,80,15.84,"http://api.openweathermap.org/data/2.5/weather?q=totness,sr&units=imperial&appid=InsertKey"
Vuktyl,RU,63.86,57.31,16.62,81,36,10.76,"http://api.openweathermap.org/data/2.5/weather?q=vuktyl,ru&units=imperial&appid=InsertKey"
Gravdal,NO,68.12,13.5,32.81,80,90,13.87,"http://api.openweathermap.org/data/2.5/weather?q=gravdal,no&units=imperial&appid=InsertKey"
East London,ZA,-33.02,27.91,66.2,55,0,23.04,"http://api.openweathermap.org/data/2.5/weather?q=east london,za&units=imperial&appid=InsertKey"
Hamilton,BM,32.29,-64.78,69.8,73,75,27.51,"http://api.openweathermap.org/data/2.5/weather?q=hamilton,bm&units=imperial&appid=InsertKey"
Chapais,CA,49.78,-74.85,1.4,77,90,16.11,"http://api.openweathermap.org/data/2.5/weather?q=chapais,ca&units=imperial&appid=InsertKey"
Ponta do Sol,CV,17.2,-25.09,73.1,100,92,18.07,"http://api.openweathermap.org/data/2.5/weather?q=ponta do sol,cv&units=imperial&appid=InsertKey"
Lagoa,PT,39.05,-27.98,65.09,100,68,12.33,"http://api.openweathermap.org/data/2.5/weather?q=lagoa,pt&units=imperial&appid=InsertKey"
Castro,CL,-42.47,-73.77,56.09,99,88,7.11,"http://api.openweathermap.org/data/2.5/weather?q=castro,cl&units=imperial&appid=InsertKey"
Mitu,CO,1.2,-70.17,83.09,80,0,1.48,"http://api.openweathermap.org/data/2.5/weather?q=mitu,co&units=imperial&appid=InsertKey"
Campos Belos,BR,-13.04,-46.77,80.66,83,88,5.77,"http://api.openweathermap.org/data/2.5/weather?q=campos belos,br&units=imperial&appid=InsertKey"
Carnarvon,AU,-24.87,113.63,75.08,91,0,21.94,"http://api.openweathermap.org/data/2.5/weather?q=carnarvon,au&units=imperial&appid=InsertKey"
Mbandaka,CD,0.05,18.26,80.48,87,24,2.37,"http://api.openweathermap.org/data/2.5/weather?q=mbandaka,cd&units=imperial&appid=InsertKey"
Sao Joao da Barra,BR,-21.64,-41.05,78.8,61,75,14.99,"http://api.openweathermap.org/data/2.5/weather?q=sao joao da barra,br&units=imperial&appid=InsertKey"
Mikkeli,FI,61.67,27.25,28.4,92,90,11.41,"http://api.openweathermap.org/data/2.5/weather?q=mikkeli,fi&units=imperial&appid=InsertKey"
Kodinsk,RU,58.69,99.18,-2.33,72,48,4.38,"http://api.openweathermap.org/data/2.5/weather?q=kodinsk,ru&units=imperial&appid=InsertKey"
Tazovskiy,RU,67.47,78.7,1.59,81,64,14.27,"http://api.openweathermap.org/data/2.5/weather?q=tazovskiy,ru&units=imperial&appid=InsertKey"
Guerrero Negro,MX,27.98,-114.06,51.95,68,0,4.72,"http://api.openweathermap.org/data/2.5/weather?q=guerrero negro,mx&units=imperial&appid=InsertKey"
Deputatskiy,RU,69.3,139.9,-28.83,44,36,2.98,"http://api.openweathermap.org/data/2.5/weather?q=deputatskiy,ru&units=imperial&appid=InsertKey"
Pueblo,US,38.25,-104.61,40.28,22,1,12.75,"http://api.openweathermap.org/data/2.5/weather?q=pueblo,us&units=imperial&appid=InsertKey"
Los Llanos de Aridane,ES,28.66,-17.92,68.0,68,75,20.8,"http://api.openweathermap.org/data/2.5/weather?q=los llanos de aridane,es&units=imperial&appid=InsertKey"
Manggar,ID,-2.88,108.27,74.72,100,92,6.11,"http://api.openweathermap.org/data/2.5/weather?q=manggar,id&units=imperial&appid=InsertKey"
Grand-Lahou,CI,5.14,-5.02,88.49,61,36,6.51,"http://api.openweathermap.org/data/2.5/weather?q=grand-lahou,ci&units=imperial&appid=InsertKey"
Kodiak,US,57.79,-152.41,44.6,81,90,10.29,"http://api.openweathermap.org/data/2.5/weather?q=kodiak,us&units=imperial&appid=InsertKey"
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,28.4,54,80,17.9,"http://api.openweathermap.org/data/2.5/weather?q=petropavlovsk-kamchatskiy,ru&units=imperial&appid=InsertKey"
Mount Gambier,AU,-37.83,140.77,67.79,68,0,6.78,"http://api.openweathermap.org/data/2.5/weather?q=mount gambier,au&units=imperial&appid=InsertKey"
Lavrentiya,RU,65.58,-171.0,31.25,97,92,12.44,"http://api.openweathermap.org/data/2.5/weather?q=lavrentiya,ru&units=imperial&appid=InsertKey"
Coquimbo,CL,-29.95,-71.34,68.0,60,0,12.75,"http://api.openweathermap.org/data/2.5/weather?q=coquimbo,cl&units=imperial&appid=InsertKey"
Petropavlivka,UA,48.46,36.44,48.89,91,80,9.8,"http://api.openweathermap.org/data/2.5/weather?q=petropavlivka,ua&units=imperial&appid=InsertKey"
Bambous Virieux,MU,-20.34,57.76,80.6,83,40,8.05,"http://api.openweathermap.org/data/2.5/weather?q=bambous virieux,mu&units=imperial&appid=InsertKey"
Aquiraz,BR,-3.9,-38.39,87.8,52,40,18.34,"http://api.openweathermap.org/data/2.5/weather?q=aquiraz,br&units=imperial&appid=InsertKey"
Dikson,RU,73.51,80.55,-9.48,100,76,23.17,"http://api.openweathermap.org/data/2.5/weather?q=dikson,ru&units=imperial&appid=InsertKey"
Araouane,ML,18.9,-3.53,74.0,28,92,4.61,"http://api.openweathermap.org/data/2.5/weather?q=araouane,ml&units=imperial&appid=InsertKey"
Berlevag,NO,70.86,29.09,26.6,92,75,3.36,"http://api.openweathermap.org/data/2.5/weather?q=berlevag,no&units=imperial&appid=InsertKey"
Laguna,BR,-28.48,-48.78,76.43,82,0,19.86,"http://api.openweathermap.org/data/2.5/weather?q=laguna,br&units=imperial&appid=InsertKey"
Monrovia,LR,6.3,-10.8,87.8,55,0,13.87,"http://api.openweathermap.org/data/2.5/weather?q=monrovia,lr&units=imperial&appid=InsertKey"
Bitburg,DE,49.97,6.53,32.7,98,75,9.17,"http://api.openweathermap.org/data/2.5/weather?q=bitburg,de&units=imperial&appid=InsertKey"
Cidreira,BR,-30.18,-50.21,82.19,69,0,10.65,"http://api.openweathermap.org/data/2.5/weather?q=cidreira,br&units=imperial&appid=InsertKey"
Vila Velha,BR,-20.33,-40.29,80.6,61,40,12.75,"http://api.openweathermap.org/data/2.5/weather?q=vila velha,br&units=imperial&appid=InsertKey"
Warnes,BO,-17.5,-63.17,91.4,55,20,11.41,"http://api.openweathermap.org/data/2.5/weather?q=warnes,bo&units=imperial&appid=InsertKey"
Rolla,US,37.95,-91.77,40.15,48,1,16.11,"http://api.openweathermap.org/data/2.5/weather?q=rolla,us&units=imperial&appid=InsertKey"
Kushiro,JP,42.98,144.37,32.37,91,88,11.43,"http://api.openweathermap.org/data/2.5/weather?q=kushiro,jp&units=imperial&appid=InsertKey"
Pevek,RU,69.7,170.31,11.04,91,80,19.42,"http://api.openweathermap.org/data/2.5/weather?q=pevek,ru&units=imperial&appid=InsertKey"
Fort Nelson,CA,58.81,-122.7,17.6,92,5,3.36,"http://api.openweathermap.org/data/2.5/weather?q=fort nelson,ca&units=imperial&appid=InsertKey"
Tasiilaq,GL,65.61,-37.64,28.4,79,75,5.82,"http://api.openweathermap.org/data/2.5/weather?q=tasiilaq,gl&units=imperial&appid=InsertKey"
Vaini,TO,-21.2,-175.2,71.6,83,75,8.34,"http://api.openweathermap.org/data/2.5/weather?q=vaini,to&units=imperial&appid=InsertKey"
Asosa,ET,10.07,34.53,83.36,22,0,3.71,"http://api.openweathermap.org/data/2.5/weather?q=asosa,et&units=imperial&appid=InsertKey"
Tuktoyaktuk,CA,69.45,-133.04,-0.41,84,75,11.41,"http://api.openweathermap.org/data/2.5/weather?q=tuktoyaktuk,ca&units=imperial&appid=InsertKey"
Katsuura,JP,35.13,140.3,41.0,38,20,17.22,"http://api.openweathermap.org/data/2.5/weather?q=katsuura,jp&units=imperial&appid=InsertKey"
Avarua,CK,-21.21,-159.78,77.0,94,75,2.24,"http://api.openweathermap.org/data/2.5/weather?q=avarua,ck&units=imperial&appid=InsertKey"
Half Moon Bay,US,37.46,-122.43,37.53,87,20,6.93,"http://api.openweathermap.org/data/2.5/weather?q=half moon bay,us&units=imperial&appid=InsertKey"
Khatanga,RU,71.97,102.5,-41.16,94,12,3.27,"http://api.openweathermap.org/data/2.5/weather?q=khatanga,ru&units=imperial&appid=InsertKey"
Nhulunbuy,AU,-12.23,136.77,78.8,88,44,5.61,"http://api.openweathermap.org/data/2.5/weather?q=nhulunbuy,au&units=imperial&appid=InsertKey"
Port Blair,IN,11.67,92.75,83.22,100,20,9.42,"http://api.openweathermap.org/data/2.5/weather?q=port blair,in&units=imperial&appid=InsertKey"
Zharkent,KZ,44.16,80.0,-6.33,36,0,3.38,"http://api.openweathermap.org/data/2.5/weather?q=zharkent,kz&units=imperial&appid=InsertKey"
Cherskiy,RU,68.75,161.3,-2.42,73,80,7.78,"http://api.openweathermap.org/data/2.5/weather?q=cherskiy,ru&units=imperial&appid=InsertKey"
Coahuayana,MX,18.73,-103.68,68.0,64,40,5.06,"http://api.openweathermap.org/data/2.5/weather?q=coahuayana,mx&units=imperial&appid=InsertKey"
Obama,JP,35.5,135.75,38.49,97,92,11.36,"http://api.openweathermap.org/data/2.5/weather?q=obama,jp&units=imperial&appid=InsertKey"
Cabo San Lucas,MX,22.89,-109.91,68.83,77,90,3.36,"http://api.openweathermap.org/data/2.5/weather?q=cabo san lucas,mx&units=imperial&appid=InsertKey"
Port Elizabeth,ZA,-33.92,25.57,68.0,56,0,34.45,"http://api.openweathermap.org/data/2.5/weather?q=port elizabeth,za&units=imperial&appid=InsertKey"
Butaritari,KI,3.07,172.79,82.14,100,80,15.57,"http://api.openweathermap.org/data/2.5/weather?q=butaritari,ki&units=imperial&appid=InsertKey"
Nyurba,RU,63.28,118.33,-17.4,76,76,2.75,"http://api.openweathermap.org/data/2.5/weather?q=nyurba,ru&units=imperial&appid=InsertKey"
Carnarvon,ZA,-30.97,22.13,76.47,22,0,20.09,"http://api.openweathermap.org/data/2.5/weather?q=carnarvon,za&units=imperial&appid=InsertKey"
Axim,GH,4.87,-2.24,82.55,97,8,8.34,"http://api.openweathermap.org/data/2.5/weather?q=axim,gh&units=imperial&appid=InsertKey"
Tautira,PF,-17.73,-149.15,78.8,78,20,5.82,"http://api.openweathermap.org/data/2.5/weather?q=tautira,pf&units=imperial&appid=InsertKey"
Peddapalli,IN,18.62,79.37,73.28,70,0,5.88,"http://api.openweathermap.org/data/2.5/weather?q=peddapalli,in&units=imperial&appid=InsertKey"
Qaanaaq,GL,77.48,-69.36,11.72,91,68,7.85,"http://api.openweathermap.org/data/2.5/weather?q=qaanaaq,gl&units=imperial&appid=InsertKey"
Bambanglipuro,ID,-7.95,110.28,72.11,100,64,2.71,"http://api.openweathermap.org/data/2.5/weather?q=bambanglipuro,id&units=imperial&appid=InsertKey"
Mahebourg,MU,-20.41,57.7,80.6,83,40,8.05,"http://api.openweathermap.org/data/2.5/weather?q=mahebourg,mu&units=imperial&appid=InsertKey"
Upernavik,GL,72.79,-56.15,26.03,100,80,6.29,"http://api.openweathermap.org/data/2.5/weather?q=upernavik,gl&units=imperial&appid=InsertKey"
Chalus,IR,36.66,51.42,51.8,81,20,4.76,"http://api.openweathermap.org/data/2.5/weather?q=chalus,ir&units=imperial&appid=InsertKey"
Rio Grande,BR,-32.03,-52.1,87.8,48,0,11.41,"http://api.openweathermap.org/data/2.5/weather?q=rio grande,br&units=imperial&appid=InsertKey"
Lebu,CL,-37.62,-73.65,56.36,97,68,5.39,"http://api.openweathermap.org/data/2.5/weather?q=lebu,cl&units=imperial&appid=InsertKey"
Taoudenni,ML,22.68,-3.98,73.05,26,0,12.77,"http://api.openweathermap.org/data/2.5/weather?q=taoudenni,ml&units=imperial&appid=InsertKey"
Belyy Yar,RU,53.6,91.39,8.6,84,76,7.11,"http://api.openweathermap.org/data/2.5/weather?q=belyy yar,ru&units=imperial&appid=InsertKey"
Lajeado,BR,-29.47,-51.96,87.09,54,0,4.38,"http://api.openweathermap.org/data/2.5/weather?q=lajeado,br&units=imperial&appid=InsertKey"
Dogbo,BJ,6.82,1.78,94.29,43,24,6.4,"http://api.openweathermap.org/data/2.5/weather?q=dogbo,bj&units=imperial&appid=InsertKey"
Cine,TR,37.61,28.06,57.2,82,0,3.36,"http://api.openweathermap.org/data/2.5/weather?q=cine,tr&units=imperial&appid=InsertKey"
Palmer,US,42.16,-72.33,19.92,62,75,11.41,"http://api.openweathermap.org/data/2.5/weather?q=palmer,us&units=imperial&appid=InsertKey"
Terekli-Mekteb,RU,44.17,45.87,45.15,92,92,11.14,"http://api.openweathermap.org/data/2.5/weather?q=terekli-mekteb,ru&units=imperial&appid=InsertKey"
Artigas,UY,-30.4,-56.47,93.84,42,8,10.76,"http://api.openweathermap.org/data/2.5/weather?q=artigas,uy&units=imperial&appid=InsertKey"
Sur,OM,22.57,59.53,70.49,100,0,11.92,"http://api.openweathermap.org/data/2.5/weather?q=sur,om&units=imperial&appid=InsertKey"
Acajutla,SV,13.59,-89.83,75.24,39,0,11.41,"http://api.openweathermap.org/data/2.5/weather?q=acajutla,sv&units=imperial&appid=InsertKey"
Parintins,BR,-2.63,-56.74,84.08,82,20,3.09,"http://api.openweathermap.org/data/2.5/weather?q=parintins,br&units=imperial&appid=InsertKey"
Amahai,ID,-3.33,128.92,80.57,100,48,5.1,"http://api.openweathermap.org/data/2.5/weather?q=amahai,id&units=imperial&appid=InsertKey"
Punta Arenas,CL,-53.15,-70.92,53.6,50,0,21.92,"http://api.openweathermap.org/data/2.5/weather?q=punta arenas,cl&units=imperial&appid=InsertKey"
Pacho,CO,5.13,-74.16,60.8,67,75,3.36,"http://api.openweathermap.org/data/2.5/weather?q=pacho,co&units=imperial&appid=InsertKey"
Puerto Ayora,EC,-0.74,-90.35,75.2,64,75,16.11,"http://api.openweathermap.org/data/2.5/weather?q=puerto ayora,ec&units=imperial&appid=InsertKey"
Capitan Bado,PY,-23.27,-55.53,89.39,57,0,8.9,"http://api.openweathermap.org/data/2.5/weather?q=capitan bado,py&units=imperial&appid=InsertKey"
Samarai,PG,-10.62,150.67,82.37,100,32,13.44,"http://api.openweathermap.org/data/2.5/weather?q=samarai,pg&units=imperial&appid=InsertKey"
Provideniya,RU,64.38,-173.3,23.19,100,92,15.35,"http://api.openweathermap.org/data/2.5/weather?q=provideniya,ru&units=imperial&appid=InsertKey"
Noumea,NC,-22.28,166.46,73.4,88,92,2.24,"http://api.openweathermap.org/data/2.5/weather?q=noumea,nc&units=imperial&appid=InsertKey"
Piojo,CO,10.75,-75.11,86.85,66,20,13.87,"http://api.openweathermap.org/data/2.5/weather?q=piojo,co&units=imperial&appid=InsertKey"
Olga,RU,43.74,135.29,7.62,59,0,7.9,"http://api.openweathermap.org/data/2.5/weather?q=olga,ru&units=imperial&appid=InsertKey"
Kahului,US,20.89,-156.47,68.16,78,90,18.34,"http://api.openweathermap.org/data/2.5/weather?q=kahului,us&units=imperial&appid=InsertKey"
Acarau,BR,-2.89,-40.12,90.74,55,32,18.59,"http://api.openweathermap.org/data/2.5/weather?q=acarau,br&units=imperial&appid=InsertKey"
Rundu,NA,-17.93,19.77,78.8,54,24,5.82,"http://api.openweathermap.org/data/2.5/weather?q=rundu,na&units=imperial&appid=InsertKey"
Alice Springs,AU,-23.7,133.88,84.2,26,92,8.05,"http://api.openweathermap.org/data/2.5/weather?q=alice springs,au&units=imperial&appid=InsertKey"
Ribeira Grande,PT,38.52,-28.7,64.4,82,20,5.82,"http://api.openweathermap.org/data/2.5/weather?q=ribeira grande,pt&units=imperial&appid=InsertKey"
Narsaq,GL,60.92,-46.05,19.4,52,20,6.93,"http://api.openweathermap.org/data/2.5/weather?q=narsaq,gl&units=imperial&appid=InsertKey"
South Lake Tahoe,US,38.93,-119.98,16.2,92,90,3.36,"http://api.openweathermap.org/data/2.5/weather?q=south lake tahoe,us&units=imperial&appid=InsertKey"
High Level,CA,58.52,-117.14,39.2,60,40,12.75,"http://api.openweathermap.org/data/2.5/weather?q=high level,ca&units=imperial&appid=InsertKey"
Capusu Mare,RO,46.78,23.3,41.0,93,75,2.48,"http://api.openweathermap.org/data/2.5/weather?q=capusu mare,ro&units=imperial&appid=InsertKey"
Camacha,PT,33.08,-16.33,64.4,72,20,12.75,"http://api.openweathermap.org/data/2.5/weather?q=camacha,pt&units=imperial&appid=InsertKey"
Obo,CF,5.4,26.49,85.65,56,0,10.36,"http://api.openweathermap.org/data/2.5/weather?q=obo,cf&units=imperial&appid=InsertKey"
Saskylakh,RU,71.92,114.08,-31.13,53,56,5.28,"http://api.openweathermap.org/data/2.5/weather?q=saskylakh,ru&units=imperial&appid=InsertKey"
Sabang,ID,5.89,95.32,82.91,100,12,4.27,"http://api.openweathermap.org/data/2.5/weather?q=sabang,id&units=imperial&appid=InsertKey"
Kalianget,ID,-7.05,113.93,79.22,100,76,2.86,"http://api.openweathermap.org/data/2.5/weather?q=kalianget,id&units=imperial&appid=InsertKey"
Edgewater,US,28.99,-80.9,51.84,43,5,6.93,"http://api.openweathermap.org/data/2.5/weather?q=edgewater,us&units=imperial&appid=InsertKey"
Mogok,MM,22.92,96.5,54.65,92,0,1.74,"http://api.openweathermap.org/data/2.5/weather?q=mogok,mm&units=imperial&appid=InsertKey"
Chapleau,CA,47.84,-83.4,-13.01,75,20,5.82,"http://api.openweathermap.org/data/2.5/weather?q=chapleau,ca&units=imperial&appid=InsertKey"
Nouadhibou,MR,20.93,-17.03,73.4,35,0,24.16,"http://api.openweathermap.org/data/2.5/weather?q=nouadhibou,mr&units=imperial&appid=InsertKey"
Estelle,US,29.85,-90.11,49.1,53,5,4.7,"http://api.openweathermap.org/data/2.5/weather?q=estelle,us&units=imperial&appid=InsertKey"
Klaksvik,FO,62.23,-6.59,39.2,100,20,13.87,"http://api.openweathermap.org/data/2.5/weather?q=klaksvik,fo&units=imperial&appid=InsertKey"
Thompson,CA,55.74,-97.86,-11.21,83,75,1.19,"http://api.openweathermap.org/data/2.5/weather?q=thompson,ca&units=imperial&appid=InsertKey"
